,question,answer,image_path,label
12093,does the image not contain a circle?,yes,1251.png,4
12094,is there a triangle?,yes,1251.png,4
12095,is no triangle present?,no,1251.png,12
12096,is there a gray shape in the image?,no,1251.png,12
12097,is there not a gray shape?,yes,1251.png,4
12098,does the image contain a red shape?,yes,1251.png,4
12099,is a red shape present?,yes,1251.png,4
12100,does the image not contain a red shape?,no,1251.png,12
12101,is there a yellow shape in the image?,no,1251.png,12
12102,does the image not contain a teal shape?,yes,1251.png,4
12103,is a brown shape present?,no,1251.png,12
12104,what is the gray shape?,triangle,1252.png,9
12105,what color is the shape?,gray,1252.png,3
12106,is there not a rectangle?,yes,1252.png,4
12107,is there not a circle in the image?,yes,1252.png,4
12108,is there not a teal shape in the image?,yes,1252.png,4
12109,what is the color of the shape?,blue,1253.png,11
12110,is there not a rectangle?,yes,1253.png,4
12111,is no triangle present?,no,1253.png,12
12112,is there a black shape?,no,1253.png,12
12113,is there a black shape in the image?,no,1253.png,12
12114,is there not a gray shape in the image?,yes,1253.png,4
12115,is there a blue shape in the image?,yes,1253.png,4
12116,is a teal shape present?,no,1253.png,12
12117,is there not a teal shape?,yes,1253.png,4
12118,is there a brown shape in the image?,no,1253.png,12
12119,is there not a brown shape in the image?,yes,1253.png,4
12120,what shape does the image contain?,circle,1254.png,0
12121,is there not a rectangle in the image?,yes,1254.png,4
12122,is a circle present?,yes,1254.png,4
12123,is no red shape present?,yes,1254.png,4
12124,is there not a blue shape in the image?,yes,1254.png,4
12125,is there a teal shape in the image?,no,1254.png,12
12126,what shape is present?,circle,1255.png,0
12127,what is the black shape?,circle,1255.png,0
12128,what is the color of the circle?,black,1255.png,6
12129,does the image contain a rectangle?,no,1255.png,12
12130,does the image contain a triangle?,no,1255.png,12
12131,is there a black shape?,yes,1255.png,4
12132,does the image contain a black shape?,yes,1255.png,4
12133,is no green shape present?,yes,1255.png,4
12134,is there a brown shape in the image?,no,1255.png,12
12135,is a brown shape present?,no,1255.png,12
12136,is there not a triangle in the image?,yes,1256.png,4
12137,is there a green shape in the image?,no,1256.png,12
12138,does the image not contain a blue shape?,yes,1256.png,4
12139,does the image contain a teal shape?,yes,1256.png,4
12140,what shape is present?,circle,1257.png,0
12141,what shape does the image contain?,circle,1257.png,0
12142,what is the black shape?,circle,1257.png,0
12143,what color is the circle?,black,1257.png,6
12144,is there not a circle in the image?,no,1257.png,12
12145,is there not a gray shape?,yes,1257.png,4
12146,does the image contain a red shape?,no,1257.png,12
12147,does the image not contain a green shape?,yes,1257.png,4
12148,is there not a blue shape in the image?,yes,1257.png,4
12149,is no teal shape present?,yes,1257.png,4
12150,what color is the triangle?,brown,1258.png,10
12151,what color is the shape?,brown,1258.png,10
12152,is there not a circle in the image?,yes,1258.png,4
12153,is a triangle present?,yes,1258.png,4
12154,is no red shape present?,yes,1258.png,4
12155,is no blue shape present?,yes,1258.png,4
12156,what shape is present?,circle,1259.png,0
12157,what color is the circle?,blue,1259.png,11
12158,what is the color of the circle?,blue,1259.png,11
12159,what color is the shape?,blue,1259.png,11
12160,what is the color of the shape?,blue,1259.png,11
12161,does the image contain a rectangle?,no,1259.png,12
12162,is there not a rectangle?,yes,1259.png,4
12163,is there a gray shape?,no,1259.png,12
12164,is there a gray shape in the image?,no,1259.png,12
12165,is there not a green shape in the image?,yes,1259.png,4
12166,is there a blue shape in the image?,yes,1259.png,4
12167,does the image contain a blue shape?,yes,1259.png,4
12168,does the image not contain a blue shape?,no,1259.png,12
12169,is there a yellow shape in the image?,no,1259.png,12
12170,what shape is in the image?,rectangle,1260.png,7
12171,what is the color of the rectangle?,teal,1260.png,5
12172,what is the color of the shape?,teal,1260.png,5
12173,is there a rectangle?,yes,1260.png,4
12174,is there not a black shape?,yes,1260.png,4
12175,is a red shape present?,no,1260.png,12
12176,does the image not contain a green shape?,yes,1260.png,4
12177,is there a blue shape?,no,1260.png,12
12178,is no blue shape present?,yes,1260.png,4
12179,is a teal shape present?,yes,1260.png,4
12180,is a brown shape present?,no,1260.png,12
12181,what is the blue shape?,triangle,1261.png,9
12182,what color is the triangle?,blue,1261.png,11
12183,what is the color of the triangle?,blue,1261.png,11
12184,what color is the shape?,blue,1261.png,11
12185,what is the color of the shape?,blue,1261.png,11
12186,is there not a triangle?,no,1261.png,12
12187,does the image not contain a black shape?,yes,1261.png,4
12188,is there a gray shape in the image?,no,1261.png,12
12189,is there a green shape?,no,1261.png,12
12190,is no green shape present?,yes,1261.png,4
12191,does the image not contain a teal shape?,yes,1261.png,4
12192,what is the color of the triangle?,black,1262.png,6
12193,does the image contain a rectangle?,no,1262.png,12
12194,is there not a rectangle in the image?,yes,1262.png,4
12195,is a gray shape present?,no,1262.png,12
12196,is no blue shape present?,yes,1262.png,4
12197,what shape is in the image?,triangle,1263.png,9
12198,what color is the shape?,yellow,1263.png,8
12199,is a rectangle present?,no,1263.png,12
12200,is a circle present?,no,1263.png,12
12201,is there not a circle in the image?,yes,1263.png,4
12202,is there a triangle in the image?,yes,1263.png,4
12203,is there a red shape in the image?,no,1263.png,12
12204,does the image contain a yellow shape?,yes,1263.png,4
12205,what shape is present?,circle,1264.png,0
12206,what color is the shape?,black,1264.png,6
12207,is a rectangle present?,no,1264.png,12
12208,is no rectangle present?,yes,1264.png,4
12209,is there not a circle?,no,1264.png,12
12210,is there a black shape?,yes,1264.png,4
12211,is there not a brown shape in the image?,yes,1264.png,4
12212,does the image not contain a brown shape?,yes,1264.png,4
12213,what shape is in the image?,circle,1265.png,0
12214,what is the color of the circle?,green,1265.png,1
12215,is there not a rectangle?,yes,1265.png,4
12216,is there a triangle?,no,1265.png,12
12217,is there a red shape?,no,1265.png,12
12218,is there a rectangle?,no,1266.png,12
12219,does the image not contain a triangle?,yes,1266.png,4
12220,is no triangle present?,yes,1266.png,4
12221,is there not a black shape?,yes,1266.png,4
12222,is there a gray shape in the image?,no,1266.png,12
12223,is there a red shape?,no,1266.png,12
12224,is there a green shape?,no,1266.png,12
12225,does the image contain a yellow shape?,no,1266.png,12
12226,what shape is present?,circle,1267.png,0
12227,what is the green shape?,circle,1267.png,0
12228,what is the color of the shape?,green,1267.png,1
12229,is there not a triangle in the image?,yes,1267.png,4
12230,is there a black shape in the image?,no,1267.png,12
12231,is no black shape present?,yes,1267.png,4
12232,is a gray shape present?,no,1267.png,12
12233,is there not a green shape?,no,1267.png,12
12234,is a yellow shape present?,no,1267.png,12
12235,does the image not contain a brown shape?,yes,1267.png,4
12236,what is the color of the triangle?,blue,1268.png,11
12237,what color is the shape?,blue,1268.png,11
12238,is there a circle?,no,1268.png,12
12239,does the image not contain a triangle?,no,1268.png,12
12240,is there a black shape?,no,1268.png,12
12241,is no black shape present?,yes,1268.png,4
12242,is a gray shape present?,no,1268.png,12
12243,does the image not contain a gray shape?,yes,1268.png,4
12244,is there not a blue shape?,no,1268.png,12
12245,what shape is in the image?,circle,1269.png,0
12246,what color is the circle?,red,1269.png,2
12247,is there not a circle in the image?,no,1269.png,12
12248,is there a triangle?,no,1269.png,12
12249,does the image contain a triangle?,no,1269.png,12
12250,is there not a triangle?,yes,1269.png,4
12251,is there a black shape in the image?,no,1269.png,12
12252,is a gray shape present?,no,1269.png,12
12253,is there not a gray shape?,yes,1269.png,4
12254,is there not a gray shape in the image?,yes,1269.png,4
12255,is a blue shape present?,no,1269.png,12
12256,is a teal shape present?,no,1269.png,12
12257,what shape is in the image?,rectangle,1270.png,7
12258,what color is the rectangle?,black,1270.png,6
12259,is a gray shape present?,no,1270.png,12
12260,is there not a gray shape in the image?,yes,1270.png,4
12261,is a green shape present?,no,1270.png,12
12262,does the image not contain a green shape?,yes,1270.png,4
12263,does the image contain a brown shape?,no,1270.png,12
12264,is there not a brown shape in the image?,yes,1270.png,4
12265,what shape does the image contain?,circle,1271.png,0
12266,what is the color of the circle?,blue,1271.png,11
12267,what color is the shape?,blue,1271.png,11
12268,is there a circle?,yes,1271.png,4
12269,is there not a circle in the image?,no,1271.png,12
12270,is there a triangle in the image?,no,1271.png,12
12271,does the image contain a gray shape?,no,1271.png,12
12272,is no red shape present?,yes,1271.png,4
12273,is there a blue shape?,yes,1271.png,4
12274,does the image contain a brown shape?,no,1271.png,12
12275,what shape does the image contain?,triangle,1272.png,9
12276,what color is the triangle?,blue,1272.png,11
12277,does the image contain a rectangle?,no,1272.png,12
12278,is there not a rectangle?,yes,1272.png,4
12279,is a black shape present?,no,1272.png,12
12280,is a red shape present?,no,1272.png,12
12281,what shape is in the image?,circle,1273.png,0
12282,what shape does the image contain?,circle,1273.png,0
12283,is a red shape present?,no,1273.png,12
12284,is there a teal shape?,yes,1273.png,4
12285,what shape does the image contain?,circle,1274.png,0
12286,is there not a rectangle in the image?,yes,1274.png,4
12287,is there not a triangle?,yes,1274.png,4
12288,does the image not contain a red shape?,yes,1274.png,4
12289,is no red shape present?,yes,1274.png,4
12290,is a green shape present?,no,1274.png,12
12291,is there not a green shape?,yes,1274.png,4
12292,is there not a blue shape in the image?,yes,1274.png,4
12293,is a brown shape present?,no,1274.png,12
12294,what shape is in the image?,triangle,1275.png,9
12295,what is the teal shape?,triangle,1275.png,9
12296,what is the color of the triangle?,teal,1275.png,5
12297,what is the color of the shape?,teal,1275.png,5
12298,is there a black shape?,no,1275.png,12
12299,is there a black shape in the image?,no,1275.png,12
12300,does the image contain a gray shape?,no,1275.png,12
12301,is there a yellow shape in the image?,no,1275.png,12
12302,is there not a teal shape in the image?,no,1275.png,12
12303,what shape is present?,circle,1276.png,0
12304,is there a circle in the image?,yes,1276.png,4
12305,is a black shape present?,no,1276.png,12
12306,what shape does the image contain?,rectangle,1277.png,7
12307,what is the gray shape?,rectangle,1277.png,7
12308,what color is the shape?,gray,1277.png,3
12309,what is the color of the shape?,gray,1277.png,3
12310,is a circle present?,no,1277.png,12
12311,does the image contain a triangle?,no,1277.png,12
12312,does the image contain a black shape?,no,1277.png,12
12313,is a black shape present?,no,1277.png,12
12314,is there not a gray shape in the image?,no,1277.png,12
12315,does the image contain a red shape?,no,1277.png,12
12316,is there a yellow shape in the image?,no,1277.png,12
12317,is no yellow shape present?,yes,1277.png,4
12318,does the image contain a brown shape?,no,1277.png,12
12319,is there not a brown shape?,yes,1277.png,4
12320,what shape is present?,rectangle,1278.png,7
12321,what shape does the image contain?,rectangle,1278.png,7
12322,is there a red shape in the image?,no,1278.png,12
12323,is there not a blue shape in the image?,yes,1278.png,4
12324,what color is the rectangle?,green,1279.png,1
12325,what color is the shape?,green,1279.png,1
12326,does the image not contain a black shape?,yes,1279.png,4
12327,is there not a red shape in the image?,yes,1279.png,4
12328,is there not a blue shape in the image?,yes,1279.png,4
12329,does the image not contain a teal shape?,yes,1279.png,4
12330,is there a circle in the image?,yes,1280.png,4
12331,is a triangle present?,no,1280.png,12
12332,is there not a gray shape?,yes,1280.png,4
12333,is a red shape present?,yes,1280.png,4
12334,does the image not contain a red shape?,no,1280.png,12
12335,is a green shape present?,no,1280.png,12
12336,does the image not contain a teal shape?,yes,1280.png,4
